0,0.1
0.00037358,72.026
0.00074715,102.47
0.0011207,107.45
0.0014943,111.92
0.0018679,115.94
0.0022415,119.58
0.002615,122.87
0.0029886,125.87
0.0033622,128.61
0.0037358,131.13
0.0041093,133.45
0.0044829,135.61
0.0048565,137.61
0.0052301,139.49
0.0056036,141.25
0.0059772,142.91
0.0063508,144.49
0.0067244,145.99
0.007098,147.43
0.0074715,148.8
0.0078451,150.13
0.0082187,151.4
0.0085923,152.64
0.0089658,153.83
0.0093394,155.0
0.009713,156.13
0.010087,157.24
0.01046,158.32
0.010834,159.37
0.011207,160.41
0.011581,161.43
0.011954,162.42
0.012328,163.41
0.012702,164.37
0.013075,165.32
0.013449,166.26
0.013822,167.19
0.014196,168.1
0.014569,169.0
0.014943,169.89
0.015317,170.77
0.01569,171.65
0.016064,172.51
0.016437,173.36
0.016811,174.2
0.017185,175.04
0.017558,175.86
0.017932,176.68
0.018305,177.49
0.018679,178.3
0.018303,105.87
0.017928,33.447
0.017552,-38.98
0.017176,-75.399
0.016801,-84.885
0.016425,-93.463
0.016049,-101.22
0.015674,-108.25
0.015298,-114.61
0.014922,-120.38
0.014547,-125.63
0.014171,-130.41
0.013795,-134.78
0.01342,-138.78
0.013044,-142.45
0.012668,-145.83
0.012293,-148.95
0.011917,-151.84
0.011541,-154.52
0.011166,-157.02
0.01079,-159.36
0.010414,-161.54
0.010039,-163.6
0.0096631,-165.53
0.0092874,-167.35
0.0089118,-169.07
0.0085361,-170.7
0.0081605,-172.25
0.0077848,-173.72
0.0074092,-175.12
0.0070335,-176.46
0.0066579,-177.73
0.0062822,-178.95
0.0059065,-180.12
0.0055309,-181.24
0.0051552,-182.31
0.0047796,-183.34
0.0044039,-184.32
0.0040283,-185.27
0.0036526,-186.19
0.003277,-187.07
0.0029013,-187.92
0.0025257,-188.73
0.00215,-189.52
0.0017743,-190.28
0.0013987,-191.02
0.001023,-191.73
0.00064737,-192.42
0.00027172,-193.08
-0.00010394,-193.72
0.0006491,-48.537
0.0014021,93.427
0.0021552,110.99
0.0029082,125.37
0.0036613,137.17
0.0044143,146.88
0.0051673,154.94
0.0059204,161.68
0.0066734,167.38
0.0074265,172.23
0.0081795,176.41
0.0089325,180.05
0.0096856,183.25
0.010439,186.08
0.011192,188.61
0.011945,190.88
0.012698,192.94
0.013451,194.81
0.014204,196.52
0.014957,198.09
0.01571,199.53
0.016463,200.86
0.017216,202.1
0.017969,203.25
0.018722,204.32
0.019475,205.36
0.020228,206.39
0.020981,207.4
0.021734,208.4
0.022487,209.4
0.02324,210.38
0.023993,211.36
0.024746,212.33
0.025499,213.29
0.026252,214.25
0.027005,215.2
0.027759,216.14
0.028512,217.08
0.029265,218.02
0.030018,218.95
0.030771,219.87
0.031524,220.79
0.032277,221.71
0.03303,222.61
0.033783,223.52
0.034536,224.42
0.035289,225.31
0.036042,226.19
0.036795,227.07
0.037548,227.95
0.03662,49.053
0.035692,-115.41
0.034764,-136.54
0.033837,-153.31
0.032909,-166.68
0.031981,-177.44
0.031053,-186.19
0.030125,-193.41
0.029197,-199.45
0.028269,-204.57
0.027341,-208.96
0.026413,-212.78
0.025486,-216.13
0.024558,-219.09
0.02363,-221.74
0.022702,-224.12
0.021774,-226.26
0.020846,-228.21
0.019918,-229.99
0.01899,-231.61
0.018063,-233.1
0.017135,-234.48
0.016207,-235.75
0.015279,-236.93
0.014351,-238.02
0.013423,-239.05
0.012495,-240.0
0.011567,-240.9
0.010639,-241.74
0.0097116,-242.54
0.0087837,-243.29
0.0078558,-244.0
0.006928,-244.68
0.0060001,-245.32
0.0050722,-245.94
0.0041443,-246.53
0.0032164,-247.09
0.0022886,-247.64
0.0013607,-248.16
0.0004328,-248.67
-0.00049509,-249.15
-0.001423,-249.63
-0.0023508,-250.13
-0.0032787,-250.65
-0.0042066,-251.18
-0.0051345,-251.74
-0.0060624,-252.3
-0.0069903,-252.88
-0.0079181,-253.46
-0.008846,-254.06
-0.0087875,-242.77
-0.0087289,-231.48
-0.0086704,-220.19
-0.0086118,-208.91
-0.0085533,-197.62
-0.0084947,-186.33
-0.0084362,-175.04
-0.0083776,-163.75
-0.0083191,-152.46
-0.0082605,-141.18
-0.008202,-129.89
-0.0081434,-118.6
-0.0080849,-107.31
-0.0080263,-96.022
-0.0079678,-84.733
-0.0079092,-73.445
-0.0078507,-62.157
-0.0077921,-50.868
-0.0077336,-39.58
-0.007675,-28.291
-0.0076165,-17.003
-0.0075579,-5.7145
-0.0074994,5.574
-0.0074408,16.862
-0.0073823,28.151
-0.0073237,39.439
-0.0072652,50.728
-0.0072066,62.016
-0.0071481,73.304
-0.0070895,84.593
-0.007031,95.881
-0.0069724,107.17
-0.0069139,118.46
-0.0068553,129.75
-0.0067968,139.38
-0.0067382,141.06
-0.0066797,142.7
-0.0066211,144.32
-0.0065626,145.91
-0.006504,147.48
-0.0064455,149.02
-0.0063869,150.53
-0.0063284,152.02
-0.0062698,153.48
-0.0062113,154.92
-0.0061527,156.33
-0.0060942,157.72
-0.0060356,159.08
-0.0059771,160.43
-0.0059185,161.75
-0.0049249,179.21
-0.0039312,192.89
-0.0029376,203.71
-0.0019439,212.37
-0.00095025,219.41
4.3406e-05,225.21
0.0010371,230.07
0.0020307,234.19
0.0030244,237.73
0.004018,240.8
0.0050117,243.48
0.0060053,245.86
0.006999,247.96
0.0079926,249.84
0.0089863,251.53
0.00998,253.05
0.010974,254.43
0.011967,255.68
0.012961,256.83
0.013955,257.87
0.014948,258.83
0.015942,259.71
0.016936,260.52
0.017929,261.28
0.018923,261.98
0.019917,262.64
0.02091,263.25
0.021904,263.82
0.022897,264.36
0.023891,264.88
0.024885,265.36
0.025878,265.82
0.026872,266.26
0.027866,266.68
0.028859,267.08
0.029853,267.46
0.030847,267.83
0.03184,268.19
0.032834,268.54
0.033828,268.87
0.034821,269.19
0.035815,269.51
0.036809,269.82
0.037802,270.12
